"","ID","description","units","datasetLabel","datasteURL","themeLabel","themeURL","watershedType"
"467","ACC_MINP6190","Watershed minimum average annual precipitation in mm","mm/year","Watershed minimum average annual precipitation in mm","https://www.sciencebase.gov/catalog/item/572a23c4e4b0b13d391a0142","Climate","https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7","divRoute_name"
"468","TOT_MINP6190",NA,NA,"Watershed minimum average annual precipitation in mm","https://www.sciencebase.gov/catalog/item/572a23c4e4b0b13d391a0142","Climate","https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7","totRoute_name"
"469","CAT_SALINAVE",NA,NA,"Salinity measured as average millimhos per centimeter ","https://www.sciencebase.gov/catalog/item/573b5ba4e4b0dae0d5e3adc2","Soils","https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7","localCatch_name"
"470","ACC_SALINAVE",NA,NA,"Salinity measured as average millimhos per centimeter ","https://www.sciencebase.gov/catalog/item/573b5ba4e4b0dae0d5e3adc2","Soils","https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7","divRoute_name"
"471","TOT_SALINAVE",NA,NA,"Salinity measured as average millimhos per centimeter ","https://www.sciencebase.gov/catalog/item/573b5ba4e4b0dae0d5e3adc2","Soils","https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7","totRoute_name"
"472","CAT_PPT7100_ANN","Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ","mm/year","Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ","https://www.sciencebase.gov/catalog/item/573b70a7e4b0dae0d5e3ae85","Climate","https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7","localCatch_name"
"473","ACC_PPT7100_ANN","Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ","mm/year","Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ","https://www.sciencebase.gov/catalog/item/573b70a7e4b0dae0d5e3ae85","Climate","https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7","divRoute_name"
"474","TOT_PPT7100_ANN",NA,NA,"Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ","https://www.sciencebase.gov/catalog/item/573b70a7e4b0dae0d5e3ae85","Climate","https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7","totRoute_name"
"475","CAT_MIRAD_2002","Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data","percent","Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b77afe4b0dae0d5e3aea6","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","localCatch_name"
"476","ACC_MIRAD_2002","Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data","percent","Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b77afe4b0dae0d5e3aea6","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","divRoute_name"
"477","TOT_MIRAD_2002",NA,NA,"Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b77afe4b0dae0d5e3aea6","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","totRoute_name"
"478","CAT_MIRAD_2007","Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data","percent","Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b7850e4b0dae0d5e3aeb0","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","localCatch_name"
"479","ACC_MIRAD_2007","Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data","percent","Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b7850e4b0dae0d5e3aeb0","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","divRoute_name"
"480","TOT_MIRAD_2007",NA,NA,"Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b7850e4b0dae0d5e3aeb0","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","totRoute_name"
"481","CAT_MIRAD_2012","Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data","percent","Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b78aee4b0dae0d5e3aeb7","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","localCatch_name"
"482","ACC_MIRAD_2012","Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data","percent","Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b78aee4b0dae0d5e3aeb7","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","divRoute_name"
"483","TOT_MIRAD_2012",NA,NA,"Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data","https://www.sciencebase.gov/catalog/item/573b78aee4b0dae0d5e3aeb7","Hydro_Mod","https://www.sciencebase.gov/catalog/item/570670f2e4b03f95a075aacd","totRoute_name"
"484","CAT_CDL11_1","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Corn.-9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"485","CAT_CDL11_2","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cotton.-9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"486","CAT_CDL11_3","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rice, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"487","CAT_CDL11_4","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sorghum, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"488","CAT_CDL11_5","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Soybeans, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"489","CAT_CDL11_6","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sunflower, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"490","CAT_CDL11_10","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peanuts, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"491","CAT_CDL11_11","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Tobacco, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"492","CAT_CDL11_12","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sweet corn, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"493","CAT_CDL11_13","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pop or ornamental corn, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"494","CAT_CDL11_14","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mint, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"495","CAT_CDL11_21","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Barley, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"496","CAT_CDL11_22","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Durum wheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"497","CAT_CDL11_23","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Spring wheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"498","CAT_CDL11_24","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Winter wheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"499","CAT_CDL11_25","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other small grains, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"500","CAT_CDL11_26","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/soybeans, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"501","CAT_CDL11_27","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rye, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"502","CAT_CDL11_28","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Oats, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"503","CAT_CDL11_29","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Millet, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"504","CAT_CDL11_30","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Speltz, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"505","CAT_CDL11_31","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Canola, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"506","CAT_CDL11_32","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Flaxseed, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"507","CAT_CDL11_33","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Safflower, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"508","CAT_CDL11_34","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rape seed, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"509","CAT_CDL11_35","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mustard, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"510","CAT_CDL11_36","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Alfalfa, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"511","CAT_CDL11_37","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other hay/non alfalfa, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"512","CAT_CDL11_38","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Camelina, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"513","CAT_CDL11_39","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Buckwheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"514","CAT_CDL11_41","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sugarbeets, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"515","CAT_CDL11_42","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Dry beans, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"516","CAT_CDL11_43","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Potatoes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"517","CAT_CDL11_44","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other crops. -9999 denotes NODATA.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"518","CAT_CDL11_45","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sugarcane, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"519","CAT_CDL11_46","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sweet potatoes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"520","CAT_CDL11_47","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Miscellaneous vegetables and fruits, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"521","CAT_CDL11_48","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Watermelons, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"522","CAT_CDL11_49","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Onions, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"523","CAT_CDL11_50","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cucumbers, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"524","CAT_CDL11_51","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Chick peas, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"525","CAT_CDL11_52","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Lentils, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"526","CAT_CDL11_53","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peas, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"527","CAT_CDL11_54","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Tomatoes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"528","CAT_CDL11_55","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Caneberries, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
"529","CAT_CDL11_56","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Hops, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.","percent","Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.","https://www.sciencebase.gov/catalog/item/573f2c4be4b04a3a6a24ae00","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","localCatch_name"
