,agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd
854,USGS,02269160,"KISSIMMEE RIVER AT PC-33 NEAR BASINGER, FL",ST,27.43253863,-81.13951178,S,NAD83, 00.00,.01,NGVD29,03090101
855,USGS,02269520,LIVINGSTON CREEK NEAR FROSTPROOF FL,ST,27.708640999999997,-81.44646259999999,S,NAD83, 22.54, .1,NGVD29,03090101
856,USGS,02270000,CARTER CREEK NEAR SEBRING FL,ST,27.53225706,-81.38757240000001,S,NAD83, 56.75, .1,NGVD29,03090101
857,USGS,02270500,"ARBUCKLE CREEK NEAR DE SOTO CITY, FL",ST,27.4425375,-81.2972928,S,NAD83, 35.51,2.5,NGVD29,03090101
858,USGS,02270805,PLACID-JUNE CANAL OUTFALL NEAR LAKE PLACID FL,ST-CA,27.26782336,-81.3867396,S,NAD83,,,,03090101
859,USGS,02271500,JOSEPHINE CREEK NEAR DE SOTO CITY FL,ST,27.374207799999997,-81.3934062,S,NAD83, 52.99, .1,NGVD29,03090101
860,USGS,02272500,"KISSIMMEE RIVER NEAR BASINGER, FL",ST,27.36476398,-81.0517323,S,NAD83, 00.00,.01,NGVD29,03090101
861,USGS,02272502,KISSIMMEE RIVER AT LOCKETT EST AT FORT BASINGER FL,ST,27.3625,-81.0508333,S,NAD83, 00.00,.01,NGVD29,03090101
862,USGS,02272650,"FISH SLOUGH NEAR BASINGER, FL",ST,27.46531709,-80.92200720000001,S,NAD83,,,,03090101
863,USGS,02272676,"CYPRESS SLOUGH NEAR BASINGER, FL",ST,27.38031945,-80.97589739,S,NAD83,,,,03090101
864,USGS,02273198,"C-41A CANAL NEAR LAKE PLACID, FL",ST,27.33083333,-81.2533333,1,NAD83,,,,03090101
865,USGS,02273230,"C-41 CANAL NEAR BRIGHTON, FL",ST,27.21393588,-81.201458,S,NAD83, 00.00,.01,NAVD88,03090103
866,USGS,02273630,"POPASH SLOUGH NEAR OKEECHOBEE, FL",ST,27.24393485,-80.8964511,S,NAD83, 00.00,.01,NAVD88,03090102
867,USGS,02274005,"OTTER CREEK NEAR OKEECHOBEE, FL",ST,27.37754217,-80.8453388,S,NAD83, 00.00,.01,NAVD88,03090102
868,USGS,02274010,"TAYLOR CREEK NEAR OKEECHOBEE, FL",ST,27.3653202,-80.8725617,S,NAD83, 00.00,.01,NAVD88,03090102
869,USGS,02274325,"TAYLOR CREEK AT GRASSY ISLAND NR OKEECHOBEE, FL",ST,27.31638889,-80.8383333,S,NAD83, 00.00,.01,NAVD88,03090102
870,USGS,02274490,"WILLIAMSON DITCH NEAR OKEECHOBEE, FL",ST,27.3047665,-80.8189493,S,NAD83, 00.00,.01,NAVD88,03090102
871,USGS,02274505,"WOLFF CREEK NR OKEECHOBEE,FL",ST,27.28087828,-80.8239494,S,NAD83, 00.00,.01,NAVD88,03090102
872,USGS,02275197,"MOSQUITO CREEK NEAR OKEECHOBEE, FL",ST,27.2372685,-80.780615,S,NAD83, 00.00,.01,NAVD88,03090102
873,USGS,02275503,"TAYLOR CREEK AT HGS-6 NEAR OKEECHOBEE, FL",ST,27.20666667,-80.7980556,1,NAD83,,,,03090102
874,USGS,02275606,"NUBBIN SLOUGH NEAR SHERMAN, FL",ST,27.19393666,-80.76117009999999,S,NAD83,,,,03090102
875,USGS,02275625,"NUBBIN SLOUGH NEAR OKEECHOBEE, FL",ST,27.20560294,-80.74283630000001,S,NAD83,,,,03090102
876,USGS,02275631,"L-63S CANAL NEAR OKEECHOBEE, FL",ST,27.19310335,-80.7295027,S,NAD83,,,,03090102
877,USGS,02275705,HENRY CREEK AT HENRY CRK LOCK NR SHERMAN,ST,27.1625488,-80.717558,S,NAD83,,,,03090102
878,USGS,02276877,"ST. LUCIE CANAL BLW S-308, NR PORT MAYACA (AUX) FL",ST-CA,26.985777000000002,-80.6153891,U,NAD83,,,,03090202
879,USGS,02276998,ST LUCIE CANAL ABV S-80 NR STUART FL,ST-CA,27.10866667,-80.28725,U,NAD83,,,,03090202
880,USGS,02277600,"LOXAHATCHEE RIVER NEAR JUPITER,FL",ST,26.93922405,-80.1750444,S,NAD83,,,,03090202
881,USGS,02280500,HILLSBORO CANAL BELOW S351 NR SOUTH BAY FLA,ST-CA,26.70034336,-80.712281,S,NAD83,,,,03090202
882,USGS,02281200,HILLSBORO CANAL AT S-6 NEAR SHAWANO,ST-CA,26.4720184,-80.4458857,S,NAD83, 9,1.6,NAVD88,03090202
883,USGS,02283500,N NEW RIVER CANAL BELOW S351 NR SOUTH  BAY FLA,ST-CA,26.697565700000002,-80.7136699,S,NAD83,,,,03090202
884,USGS,02286400,"MIAMI CANAL AT S-354 AND S-3 AT LAKE HARBOR, FLA",ST-CA,26.69534407,-80.80672779999999,S,NAD83,,,,03090202
885,USGS,02287497,N.W. WELLFIELD CANAL NR DADE BROWARD LEVEE NR PENN,ST-CA,25.8914843,-80.42005379,S,NAD83,,,,03090202
886,USGS,02288600,"MIAMI CANAL AT NW36 ST, MIAMI,FL",ST-CA,25.80843135,-80.2633833,S,NAD83,,,,03090202
887,USGS,02288800,"TAMIAMI CANAL OUTLETS, MONROE TO CARNESTOWN, FLA",ST-CA,25.88772088,-81.2616343,S,NAD83,,,,03090204
888,USGS,02288900,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, FL",ST-CA,25.85176527,-80.98034670000001,S,NAD83,,,,03090204
889,USGS,022889001,TAMIAMI CANAL 11 MILE ROAD TO MONROE STATION FL,ST-CA,25.85176527,-80.98034670000001,S,NAD83,,,,03090204
890,USGS,02289019,"TAMIAMI CANAL AT S-12-B  NR MIAMI, FL",ST-CA,25.76183333,-80.76947220000001,1,NAD83,,,,03090202
891,USGS,02289035,"THREE MILE CANAL BELOW G409 NEAR CLEWISTON, FL",ST-CA,26.32719444,-80.88161109999999,U,NAD83,,,,03090202
892,USGS,02289041,"TAMIAMI CANAL BELOW S-12-C, NEARMIAMI, FLA",ST-CA,25.76148997,-80.7258958,S,NAD83,,,,03090202
893,USGS,02289060,"TAMIAMI CANAL OUTLETS L-30 TO L-67A NR MIAMI, FL",ST-CA,25.76148959,-80.56089139,S,NAD83,,,,03090202
894,USGS,02289080,"TAMIAMI CANAL WEST END 1 MILE BRIDGE NR MIAMI, FL",ST-CA,25.76138889,-80.5366667,U,NAD83,,,,03090202
895,USGS,02289085,"TAMIAMI CANAL EAST END 1 MILE BRIDGE NR MIAMI, FL",ST-CA,25.76138889,-80.5166667,U,NAD83,,,,03090202
896,USGS,02289500,"TAMIAMI CANAL NEAR CORAL GABLES, FL",ST-CA,25.76232213,-80.32810739,S,NAD83,,,,03090202
897,USGS,022907085,"BLACK CREEK CANAL WEST OF U.S. 1 NR  GOULDS, FL",ST,25.57091667,-80.37875,S,NAD83,,,,03090202
898,USGS,022907647,LEVEE 31 NORTH EXTENSION 1 MILE NR WEST MIAMI FL,ST,25.74633333,-80.49763889,1,NAD83,,,,03090202
899,USGS,02290765,LEVEE 31 NORTH EXTENSION AT 3 MILE NR WEST MIAMI F,ST,25.71758333,-80.4965556,1,NAD83,,,,03090202
900,USGS,02290766,LEVEE 31 NORTH EXTENSION AT 4 MILE NR WEST MIAMI F,ST,25.70216667,-80.49597220000001,1,NAD83,,,,03090202
901,USGS,02290767,LEVEE 31 NORTH EXTENSION AT 5 MILE NR WEST MIAMI F,ST,25.68621447,-80.497001,S,NAD83,,,,03090202
902,USGS,02290768,LEVEE 31 NORTH EXTENSION AT 7 MILE NR WEST MIAMI F,ST,25.66338889,-80.4981667,1,NAD83,,,,03090202
903,USGS,02290769,"CANAL 111 AT S-18-C NEAR FLORIDA CITY, FL",ST-CA,25.33067204,-80.525059,S,NAD83,,,,03090202
904,USGS,022908205,"NORTH RIVER UPSTREAM OF CUTOFF NEAR FLAMINGO, FL",ST,25.33900677,-80.91312559999999,S,NAD83,,,,03090202
905,USGS,022908295,"BOTTLE CREEK AT ROOKERY BRANCH NEAR HOMESTEAD, FL",ST,25.46797778,-80.8545278,U,NAD83,,,,03090202
906,USGS,02290878,"BROAD RIVER NEAR THE CUTOFF, FL",ST,25.50138889,-81.0769444,S,NAD83,,,,03090202
907,USGS,02290888,"CHATHAM RIVER NEAR THE WATSON PLACE, FL",ST,25.70916667,-81.24972220000001,S,NAD83,,,,03090202
908,USGS,02290918,"LOSTMANS RIVER BELOW SECOND BAY, FL",ST,25.55555556,-81.1647222,S,NAD83,,,,03090202
909,USGS,02290942,"LOPEZ RIVER NEAR LOPEZ CAMPSITE, FL",ST,25.79138889,-81.2997222,S,NAD83,,,,03090204
910,USGS,02290947,SWEETWATER STRAND AT LOOP RD. NR MONROE STATION FL,ST,25.788572199999997,-81.09992220000001,U,NAD83,,,,03090204
911,USGS,022909471,LOOP RD CULVERTS MONROE STATION TO FLA TRL FL,ST,25.788572199999997,-81.09992220000001,U,NAD83,,,,03090204
912,USGS,02291000,"BARRON RIVER NR EVERGLADES, FLA.",ST,25.95815178,-81.355078,S,NAD83,,,,03090204
913,USGS,02291001,"BARRON RIVER BELOW SR29-3 AT COPELAND, FL",ST-CA,25.95794444,-81.3551944,U,NAD83,,,,03090204
914,USGS,02291330,"NAPLES BAY AT GORDON PASS NEAR NAPLES, FL",ES,26.09313333,-81.7981417,U,NAD83,,,,03090204
915,USGS,02291500,"IMPERIAL RIVER NEAR BONITA SPRINGS, FL",ST,26.33583333,-81.74938889,S,NAD83,,,,03090204
916,USGS,02291524,"SPRING CREEK HEADWATER NEAR BONITA SPRINGS, FL",ST,26.36233333,-81.7903611,S,NAD83,,,,03090204
917,USGS,02291580,"NORTH BRANCH ESTERO RIVER AT ESTERO, FL",ST,26.44294444,-81.79597220000001,S,NAD83,,,,03090204
918,USGS,02291597,"SOUTH BRANCH ESTERO RIVER AT ESTERO, FL",ST,26.42875,-81.7934444,S,NAD83,,,,03090204
919,USGS,02291669,"SIXMILE CYPRESS CREEK NEAR FORT MYERS,  FL",ST,26.52202778,-81.8544167,S,NAD83,,,,03090204
920,USGS,02291673,"TENMILE CANAL AT CONTROL NEAR ESTERO, FL",ST-CA,26.50688889,-81.8544167,S,NAD83,,,,03090204
921,USGS,02291710,"BRIARCLIFF DITCH AT MOUTH NEAR ESTERO,FL",ST-DCH,26.50641667,-81.8527778,U,NAD83,,,,03090204
922,USGS,02291715,"LAKE OUTFALL, HENDRY CREEK AT GLADIOLUS DR FT MYER",ST,26.53091043,-81.874809,U,NAD83,,,,03090204
923,USGS,02291717,LAKE OUTFALL TO HENDRY CREEK SUMMERLIN RD FT MYERS,ST,26.53229929,-81.8845315,U,NAD83,,,,03090204
924,USGS,02292010,CALOOSAHATCHEE CANAL DWS OF S-77 AT MOORE HAVEN FL,ST-CA,26.83333333,-81.08888889,U,NAD83,,,,03090205
925,USGS,02292490,GOODNO CANAL BELOW S-78 NEAR LABELLE FL,ST-CA,26.78790556,-81.30495,H,NAD83, 12,4.3,NAVD88,03090205
926,USGS,02292900,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",ST,26.72173487,-81.69313699,S,NAD83, 0,.01,NGVD29,03090205
927,USGS,02293214,"MEADE CANAL AT CAPE CORAL, FL",ST-CA,26.636461699999998,-81.92980990000001,S,NAD83,,,,03090205
928,USGS,02293230,"WHISKEY CREEK AT FT. MYERS, FL",ST,26.57488889,-81.89188889,S,NAD83,,,,03090205
929,USGS,02293240,"ARIES CANAL AT CAPE CORAL, FL",ST-CA,26.600352299999997,-81.9939785,S,NAD83,,,,03090205
930,USGS,02293241,"SAN CARLOS CANAL AT CAPE CORAL, FL",ST-CA,26.60340765,-81.9631443,S,NAD83,,,,03090205
931,USGS,02293243,"COURTNEY CANAL AT CAPE CORAL, FL",ST-CA,26.57813097,-81.983145,S,NAD83,,,,03090205
932,USGS,02293249,McIntyre Creek at Sanibel Island,ES,26.46427778,-82.1045556,U,NAD83,,,,03100103
933,USGS,02293252,"DURDEN CREEK NR CAPE CORAL, FL",ES,26.74383333,-82.0600278,U,NAD83,,,,03100103
934,USGS,02293254,"YUCCA PENS CREEK NR CAPE CORAL, FL",ES,26.75533333,-82.0594722,U,NAD83,,,,03100103
935,USGS,02293262,GATOR SLOUGH WEST OF US-41 NEAR FT. MYERS FL,ST,26.74202778,-81.9209444,U,NAD83,,,,03090205
936,USGS,02293263,"GATOR SLOUGH ABOVE WEIR 19 AT CAPE CORAL, FL",ST,26.72563333,-81.95669720000001,U,NAD83,,,,03090205
937,USGS,022933442,"BREACH 1 IN NORTH SPREADER CANAL AT CAPE CORAL, FL",ST-CA,26.64413889,-82.05666670000001,U,NAD83,,,,03100103
938,USGS,02293345,"SHADROE CANAL AT CAPE CORAL, FL",ST-CA,26.652294800000004,-82.03925699999999,S,NAD83,,,,03100103
939,USGS,022933452,"BREACH 2 IN NORTH SPREADER CANAL AT CAPE CORAL, FL",ST-CA,26.64683333,-82.0585833,U,NAD83,,,,03100103
940,USGS,02293346,"HORSESHOE CANAL AT CAPE CORAL, FL",ST-CA,26.67840488,-82.0403679,S,NAD83,,,,03100103
941,USGS,022933462,"BREACH 3 IN NORTH SPREADER CANAL AT CAPE CORAL, FL",ST-CA,26.67077778,-82.06330559999999,U,NAD83,,,,03100103
942,USGS,02293347,"HERMOSA CANAL AT CAPE CORAL, FL",ST-CA,26.67840488,-82.0403679,S,NAD83,,,,03100103
943,USGS,02293348,"BREACH 4 IN NORTH SPREADER CANAL AT CAPE CORAL, FL",ST-CA,26.684,-82.0649444,U,NAD83,,,,03100103
944,USGS,02293349,"BREACH 6 IN NORTH SPREADER CANAL AT CAPE CORAL, FL",ST-CA,26.6975,-82.06533329999999,U,NAD83,,,,03100103
945,USGS,02293350,"BREACH 7 IN NORTH SPREADER CANAL AT CAPE CORAL, FL",ST-CA,26.70944444,-82.07036109999999,U,NAD83,,,,03100103
946,USGS,02293987,PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL,ST-CA,27.92474686,-81.7267463,S,NAD83, 62.00, .1,NGVD29,03100101
947,USGS,02294161,PEACE CREEK NEAR BARTOW FL,ST,27.92444444,-81.7955556,F,NAD83, 0.00,.01,NGVD29,03100101
948,USGS,02294217,SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL,ST,28.04418733,-81.876192,S,NAD83, 90.00, .1,NGVD29,03100101
949,USGS,02294260,LAKE PARKER OUTLET AT LAKELAND FL,ST-CA,28.059742200000002,-81.914248,F,NAD83, 125.31, .1,NAVD88,03100101
950,USGS,02294261,LAKE PARKER OUTLET AT COMBEE SETTLEMENT FL,ST-CA,28.057347200000002,-81.90215,H,NAD83, 0.00,.01,NAVD88,03100101
951,USGS,02294290,SADDLE CREEK AT STATE HWY 570 NEAR EATON PARK FL,ST,28.0044668,-81.8520254,F,NAD83, 86.77,.01,NAVD88,03100101
952,USGS,02294330,LAKE LENA RUN NEAR AUBURNDALE FL,ST,28.00002249,-81.81202490000001,S,NAD83, 95.38,.01,NGVD29,03100101
953,USGS,02294405,"BANANA-HANCOCK CANAL NR HIGHLAND CITY, FL",ST-CA,27.98280097,-81.8934151,F,NAD83, 99.94,.01,NGVD29,03100101
954,USGS,02294491,SADDLE CREEK AT STRUCTURE P-11 NEAR BARTOW FL,ST,27.93835785,-81.8511927,F,NAD83, 83.01, .1,NAVD88,03100101
955,USGS,02294650,PEACE RIVER AT BARTOW FL,ST,27.90224784,-81.8173036,F,NAD83, 86.70,.01,NAVD88,03100101
956,USGS,02294655,PEACE RIVER NEAR BARTOW FL,ST,27.88305556,-81.80444440000001,S,NAD83, 79.40,.01,NAVD88,03100101
957,USGS,02294747,SIXMILE CREEK AT BARTOW FL,ST,27.8634972,-81.8094778,H,NAD83, 87.56,.01,NGVD29,03100101
958,USGS,02294759,PHOSPHATE MINE OUTFALL CS-8 NEAR BARTOW FL,FA-OF,27.843611100000004,-81.80388889,S,NAD83, 82.40,.01,NGVD29,03100101
959,USGS,02294760,BARBER BRANCH NEAR HOMELAND FL,ST,27.83833333,-81.81222220000001,S,NAD83, 84.31,.01,NAVD88,03100101
960,USGS,02294775,PEACE RIVER AT CLEAR SPRINGS NEAR BARTOW FL,ST,27.86333333,-81.8075,S,NAD83, 51.55,.01,NGVD29,03100101
961,USGS,02294781,PEACE RIVER NEAR HOMELAND FL,ST,27.8211393,-81.7995263,F,NAD83, 0.00, .1,NGVD29,03100101
962,USGS,02294898,PEACE RIVER AT FORT MEADE FL,ST,27.751419300000002,-81.7820266,F,NAD83, 0.00,.01,NGVD29,03100101
963,USGS,02295013,BOWLEGS CREEK NEAR FORT MEADE FL,ST,27.70003166,-81.6953579,S,NAD83, 95.46, .1,NGVD29,03100101
964,USGS,02295163,WHIDDEN CREEK NEAR FORT MEADE FL,ST,27.707254,-81.80758259999999,F,NAD83, 57.32, .1,NAVD88,03100101
965,USGS,02295194,PEACE RIVER AT BOWLING GREEN FL,ST,27.646144800000002,-81.80230470000001,F,NAD83, 4.72,.01,NAVD88,03100101
966,USGS,02295420,PAYNE CREEK NEAR BOWLING GREEN FL,ST,27.62059006,-81.8256384,F,NAD83, 51.06, .1,NGVD29,03100101
967,USGS,02295520,LITTLE CHARLIE CREEK NEAR BOWLING GREEN FL,ST,27.62708333,-81.72775,1,NAD83, 35.78,.01,NAVD88,03100101
968,USGS,02295580,LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL,ST,27.57905556,-81.7968333,1,NAD83, -.43,.01,NAVD88,03100101
969,USGS,02295637,PEACE RIVER AT ZOLFO SPRINGS FL,ST,27.5044825,-81.8009157,F,NAD83, 30.20, .1,NGVD29,03100101
970,USGS,02296057,BUCKHORN CREEK NEAR GRIFFINS CORNER FL,ST,27.51809267,-81.66591258,S,NAD83,,,,03100101
971,USGS,02296222,LITTLE CHARLEY BOWLEGS C AB CT NEAR SEBRING FL,ST,27.4780935,-81.55674309999999,F,NAD83, 62.32, .1,NGVD29,03100101
972,USGS,02296260,CHARLIE CREEK NEAR CREWSVILLE FL,ST,27.45948376,-81.6784128,M,NAD83, 35.55,.01,NAVD88,03100101
973,USGS,02296389,OAK CREEK NEAR GARDNER FL,ST,27.41198568,-81.6964687,F,NAD83,,,,03100101
974,USGS,02296500,CHARLIE CREEK NEAR GARDNER FL,ST,27.37504297,-81.7964708,F,NAD83, 21.66, .1,NGVD29,03100101
975,USGS,02296750,PEACE RIVER AT ARCADIA FL,ST,27.22088245,-81.8761946,S,NAD83, 6.00, .1,NGVD29,03100101
976,USGS,02297100,JOSHUA CREEK AT NOCATEE FL,ST,27.16671794,-81.8795282,F,NAD83, 3.94, .1,NGVD29,03100101
977,USGS,02297105,PEACE RIVER AT NOCATEE FL,ST,27.1625,-81.9019444,1,NAD83, -.15,.01,NGVD29,03100101
978,USGS,02297153,WEST FORK HORSE CREEK NEAR MYAKKA HEAD FL,ST,27.4908723,-82.02869759999999,F,NAD83,,,,03100101
979,USGS,02297155,HORSE CREEK NEAR MYAKKA HEAD FL,ST,27.4872613,-82.0234197,F,NAD83, 58.12, .1,NGVD29,03100101
980,USGS,02297220,BRUSHY CREEK NEAR LILLY FL,ST,27.4275413,-81.9806411,S,NAD83,,,,03100101
981,USGS,02297290,BUZZARD ROOST BRANCH NEAR PINE LEVEL FL,ST,27.23643776,-81.99647490000001,F,NAD83,,,,03100101
982,USGS,02297310,HORSE CREEK NEAR ARCADIA FL,ST,27.19949477,-81.9884193,F,NAD83, 10.96, .1,NGVD29,03100101
983,USGS,02297600,SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL,ST,26.96734444,-81.82663609999999,S,NAD83, 1.10,.01,NAVD88,03100101
984,USGS,02297635,SHELL CREEK ON CR 764 NEAR PUNTA GORDA FL,ST,26.975,-81.8875,S,NAD83, -14.59,.01,NAVD88,03100101
985,USGS,02298110,PRAIRIE CREEK UPSTREAM OF SR 31 NEAR FT OGDEN FL,ST,27.04155556,-81.7431667,1,NAD83, 29.34,.01,NAVD88,03100101
986,USGS,02298123,PRAIRIE CREEK NEAR FORT OGDEN FL,ST,27.05199986,-81.7845267,F,NAD83, 25.00, .1,NGVD29,03100101
987,USGS,02298170,PRAIRIE CREEK ON CR 764 NEAR PUNTA GORDA FL,ST,26.99027778,-81.8947222,S,NAD83, -11.93,.01,NAVD88,03100101
988,USGS,02298202,SHELL CREEK NEAR PUNTA GORDA FL,ST,26.98478094,-81.93564140000001,F,NAD83, 0.00,.01,NGVD29,03100101
989,USGS,02298488,MYAKKA RIVER UPST FROM YOUNGS CK NR MYAKKA CITY FL,ST,27.429208399999997,-82.1386997,S,NAD83, -0.47,.01,NAVD88,03100102
990,USGS,02298492,LONG CREEK NEAR MYAKKA CITY FL,ST,27.4094869,-82.1264772,S,NAD83, -0.98,.01,NAVD88,03100102
991,USGS,02298495,MAPLE CREEK NEAR MYAKKA CITY FL,ST,27.38448789,-82.12981070000001,S,NAD83, 1.15, .1,NAVD88,03100102
992,USGS,02298527,OGLEBY CK DNSTR FROM BOGGY CK NEAR MYAKKA CITY FL,ST,27.40365397,-82.18175600000001,S,NAD83, -1.89, .1,NAVD88,03100102
993,USGS,02298530,COKER CREEK NEAR MYAKKA CITY FL,ST,27.409764799999998,-82.1750893,S,NAD83, -11.29, .1,NAVD88,03100102
994,USGS,02298554,MYAKKA RIVER NEAR MYAKKA CITY FL,ST,27.366155300000003,-82.14925550000001,F,NAD83, 26.14, .1,NAVD88,03100102
995,USGS,02298556,MYAKKA RIVER ABOVE MYAKKA CITY FL,ST,27.3553224,-82.15008879999999,S,NAD83, 0.00, .1,NGVD29,03100102
996,USGS,02298608,MYAKKA RIVER AT MYAKKA CITY FL,ST,27.343656199999998,-82.1567556,F,NAD83, 24.45, .1,NGVD29,03100102
997,USGS,02298760,HOWARD CREEK NEAR SARASOTA FL,ST,27.28838098,-82.3400929,F,NAD83, 11.15,.01,NAVD88,03100102
998,USGS,02298830,MYAKKA RIVER NEAR SARASOTA FL,ST,27.240605,-82.3137035,F,NAD83, 7.92, .1,NGVD29,03100102
999,USGS,02298880,MYAKKA RIVER AT CONTROL NEAR LAUREL FL,ST,27.185607300000004,-82.3556494,F,NAD83, 2.35,.01,NAVD88,03100102
1000,USGS,02298928,TRIBUTARY TO MYAKKA RIVER NEAR VENICE FL,ST,27.123109799999998,-82.3425939,F,NAD83,,,,03100102
1001,USGS,02299060,DEER PRAIRIE SLOUGH NEAR MYAKKA CITY FL,ST,27.17616297,-82.21147940000002,F,NAD83, 0.93, .1,NGVD29,03100102
1002,USGS,02299120,DEER PRAIRIE SLOUGH AT POWER LINE NR NORTH PORT FL,ST,27.135331400000002,-82.25648068,F,NAD83, 1.73, .1,NGVD29,03100102
1003,USGS,02299160,DEER PRAIRIE SLOUGH NEAR NORTH PORT CHARLOTTE  FL,ST,27.11449895,-82.2637032,F,NAD83,,,,03100102
1004,USGS,02299410,BIG SLOUGH CANAL NEAR MYAKKA CITY FL,ST-CA,27.193384299999998,-82.1442558,F,NAD83, 2.28, .1,NGVD29,03100102
1005,USGS,02299450,BIG SLOUGH AT TROPICAIRE BLVD NEAR NORTH PORT FL,ST,27.11163889,-82.2048417,S,NAD83, -1.40,.01,NAVD88,03100102
1006,USGS,02299455,BIG SLOUGH CANAL AT N. PORT CHARLOTTE FL,ST-CA,27.1086657,-82.20536870000001,S,NAD83, 0.00, .1,NGVD29,03100102
1007,USGS,02299472,BIG SLOUGH AT WEST PRICE BLVD NEAR NORTH PORT FL,ST,27.06933333,-82.2203333,1,NAD83, -1.68,.01,NAVD88,03100102
1008,USGS,02299482,COCOPLUM WATERWAY AT NORTH PORT FL,ST,27.045611100000002,-82.2353333,1,NAD83, -1.14,.01,NAVD88,03100102
1009,USGS,02299680,TRIBUTARY TO ROCK CREEK NEAR ENGLEWOOD FL,ST,26.96117194,-82.3037052,F,NAD83,,,,03100201
1010,USGS,02299684,FORKED CREEK NEAR ENGLEWOOD FL,ST,27.01005886,-82.36815079,S,NAD83,,,,03100201
1011,USGS,02299692,BLACKBURN CANAL NEAR VENICE FL,ST-CA,27.111721399999997,-82.36009439,F,NAD83, 0.00,.01,NGVD29,03100201
1012,USGS,02299710,COW PEN SLOUGH AT CONTROL NEAR BEE RIDGE FL,ST,27.2347222,-82.3961194,H,NAD83, 0.00,.01,NAVD88,03100201
1013,USGS,02299737,SOUTH CREEK NEAR VAMO FL,ST,27.196440399999997,-82.4625963,F,NAD83,,,,03100201
1014,USGS,02299741,CATFISH CREEK NEAR OSPREY FL,ST,27.22588369,-82.46259609999998,F,NAD83,,,,03100201
1015,USGS,02299742,CLOWER CREEK AT VAMO FL,ST,27.23171687,-82.49898589,F,NAD83,,,,03100201
1016,USGS,02299780,PHILLIPPI CREEK NEAR BEE RIDGE FL,ST,27.3231021,-82.4812073,F,NAD83, 0.00, .1,NGVD29,03100201
1017,USGS,02299861,WALKER CREEK NEAR SARASOTA FL,ST,27.367822200000003,-82.5442639,F,NAD83, 0.00, .1,NGVD29,03100201
1018,USGS,02299950,MANATEE RIVER NEAR MYAKKA HEAD FL,ST,27.47365137,-82.211201,F,NAD83, 40.93, .1,NGVD29,03100202
1019,USGS,02300017,GAMBLE CREEK AT COUNTY ROAD 675 NEAR PARRISH FL,ST,27.57577778,-82.39738889,1,NAD83, 0.00,.01,NGVD29,03100202
1020,USGS,02300018,GAMBLE CREEK NEAR PARRISH FL,ST,27.55337054,-82.38953790000001,S,NAD83, 0.00,.01,NGVD29,03100202
1021,USGS,02300021,MANATEE RIVER AT FORT HAMER FL,ES,27.51837203,-82.42814990000001,F,NAD83, -1.03,.01,NAVD88,03100202
1022,USGS,02300032,BRADEN RIVER NEAR LORRAINE FL,ST,27.4225425,-82.4164832,F,NAD83, -3.79, .1,NGVD29,03100202
1023,USGS,02300033,BRADEN RIV AT LAKEWOOD RANCH NR LORRAINE FL,ST,27.42055556,-82.42611109999999,S,NAD83, -4.76,.01,NAVD88,03100202
1024,USGS,02300034,HICKORY HAMMOCK CREEK NEAR LORRAINE FL,ST,27.421986999999998,-82.4320391,F,NAD83, 0.00, .1,NGVD29,03100202
1025,USGS,023000355,COOPER CREEK AT UNIVERSITY PARKWAY NR SARASOTA FL,ST,27.388655,-82.45953990000001,F,NAD83, -.72, .1,NGVD29,03100202
1026,USGS,02300036,TRIBUTARY NO. 1 TO COOPER CREEK NEAR LORRAINE FL,ST,27.405321,-82.44203940000001,S,NAD83, 0.00, .1,NGVD29,03100202
1027,USGS,02300037,CEDAR CREEK NEAR SARASOTA FL,ST,27.41448736,-82.4812069,F,NAD83, -10.09, .1,NGVD29,03100202
1028,USGS,02300038,RATTLESNAKE SLOUGH NEAR SARASOTA FL,ST,27.42365367,-82.490096,F,NAD83, -13.82, .1,NGVD29,03100202
1029,USGS,02300042,WARD LAKE NEAR BRADENTON FL,LK,27.44143074,-82.4875958,S,NAD83, 0.00, .1,NGVD29,03100202
1030,USGS,02300050,WILLIAMS CREEK NEAR BRADENTON FL,ST,27.4530969,-82.46759540000001,F,NAD83,,,,03100202
1031,USGS,02300062,GLEN CREEK NEAR BRADENTON FL,ST,27.47920677,-82.52981869,F,NAD83, 5.00, .1,NGVD29,03100202
1032,USGS,02300075,FROG CREEK AT BUFFALO ROAD NEAR RUBONIA FL,ST,27.57991667,-82.51338889,1,NAD83, 0.00,.01,NGVD29,03100202
1033,USGS,02300082,FROG CREEK NEAR RUBONIA FL,ST,27.58805556,-82.5397222,S,NAD83, 0.00,.01,NGVD29,03100206
1034,USGS,02300100,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,ST,27.70475366,-82.1978672,F,NAD83, 44.09, .1,NAVD88,03100203
